MarketNo,StockID,SourceID,SourceName,RelatedMarketNo,RelatedStockID,RelatedStockProbability
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,5009,0.03332182392477989
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2009,0.03336425498127937
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0056,0.033355120569467545
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2472,0.03331238031387329
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,8383,0.03330950811505318
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3563,0.033330757170915604
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2367,0.03330713510513306
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1604,0.033285196870565414
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,9802,0.03330026939511299
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,8085,0.03330712765455246
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1310,0.03328869864344597
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,4536,0.03333868458867073
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,4976,0.03337959572672844
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,6204,0.03329261764883995
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3526,0.033307477831840515
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,1565,0.03331977501511574
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1714,0.03331290930509567
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1308,0.033285778015851974
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,6803,0.033296119421720505
1,0050,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2102,0.033291351050138474
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0052,0.033451516181230545
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3548,0.03326088935136795
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0054,0.033460941165685654
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3543,0.03325366601347923
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0053,0.03342230245471001
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2464,0.033274516463279724
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3535,0.03325233981013298
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0055,0.03339822217822075
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2024,0.033260103315114975
1,0051,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6192,0.03327566757798195
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3535,0.03326462209224701
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0055,0.033388834446668625
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0053,0.03337187319993973
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2464,0.03327473625540733
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0051,0.033443789929151535
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6192,0.03327571600675583
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0054,0.03343572840094566
1,0052,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2024,0.033249057829380035
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0054,0.03348755091428757
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0052,0.033440571278333664
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3548,0.033264338970184326
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0055,0.03339168801903725
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3130,0.03324836492538452
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1307,0.03325490653514862
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2024,0.033258479088544846
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0051,0.0334833562374115
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2630,0.03327576443552971
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,9912,0.0332474410533905
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6192,0.033262915909290314
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2464,0.033261872828006744
1,0053,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3543,0.033291421830654144
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0055,0.03340612351894379
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0053,0.033431749790906906
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3535,0.03325411677360535
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2024,0.03327051177620888
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3548,0.033255644142627716
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0052,0.0334487222135067
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6192,0.0332750529050827
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3543,0.03325831517577171
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0051,0.03346621245145798
1,0054,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2464,0.03327260538935661
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3234,0.03324468433856964
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0053,0.033337559551000595
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,6143,0.033248934894800186
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0051,0.03340499848127365
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,8042,0.03327016904950142
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3548,0.03326105326414108
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0054,0.03340763598680496
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0052,0.03340332210063934
1,0055,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6192,0.03325781226158142
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2472,0.03330462798476219
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1604,0.03335212543606758
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2905,0.03331799805164337
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3010,0.03330414742231369
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3232,0.033321186900138855
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2034,0.033329568803310394
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1536,0.03330107778310776
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1582,0.03334364667534828
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3372,0.03335558623075485
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2355,0.03331543505191803
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6120,0.03331898897886276
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2836,0.033325113356113434
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,9927,0.03333519771695137
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,8131,0.03331761434674263
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,3528,0.03330725431442261
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,5243,0.033345792442560196
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3552,0.03332280367612839
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2009,0.03330657258629799
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2331,0.03330131247639656
1,0056,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6451,0.03334471583366394
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2753,0.03332420065999031
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2396,0.033326029777526855
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6770,0.033326778560876846
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6702,0.0333225391805172
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2945,0.03332484886050224
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,6792,0.03332588076591492
1,0059,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,1704,0.03332795575261116
1,0061,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,0052,0.03327425196766853
1,0061,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",2,3680,0.033282212913036346
1,1101,"opd(-1,-1,1)_UfcS","opd(-1,-1,1)_UfcS",1,2723,0.03331324830651283
